Bedrooms,Type,Price,Bathrooms,Garage,Lot_Area,SqFt,Year_Built,Suburb
-1.0295194710657851,House,0.17155675149205168,-0.8650304792712472,-2.0796817795606084,-0.8484718940250258,-0.9687913311122859,-1.8209990401024256,Abbotsford
0.10819084114962854,House,1.133585843208086,0.8114689990140449,-2.0796817795606084,-0.9291793291596173,0.4010782863986794,-1.8209990401024256,Abbotsford
1.2459011533650424,House,1.4356182324677715,-0.8650304792712472,0.7384561115634923,-0.9805386060634483,0.24672678020026076,1.3606170875121608,Abbotsford
0.10819084114962854,House,2.053106672732017,0.8114689990140449,-2.0796817795606084,-0.5219736337078147,1.558714582886819,-1.541909906101146,Abbotsford
-1.0295194710657851,House,1.516160202937021,-0.8650304792712472,0.7384561115634923,-0.4816199161405189,-0.42856105941782074,-2.100088174103705,Abbotsford
-1.0295194710657851,House,0.310267922855759,-0.8650304792712472,0.7384561115634923,-0.6136866281789414,-1.0459670842114952,-1.8209990401024256,Abbotsford
0.10819084114962854,House,0.876298993097984,0.8114689990140449,0.7384561115634923,-0.6356977468520117,1.1728358173907725,1.1094368669110093,Abbotsford
-1.0295194710657851,Unit,-0.4660671813895061,0.8114689990140449,-0.670612833998558,-1.4207609795248566,-0.679382256990251,1.221072520511521,Abbotsford
-1.0295194710657851,House,0.786807914798818,-0.8650304792712472,0.7384561115634923,-0.5476532721597301,-0.621500442165844,-2.100088174103705,Abbotsford
0.10819084114962854,House,0.5407074494761114,0.8114689990140449,-0.670612833998558,-1.0062182445153638,-0.3706792445934137,-2.3791773081049845,Abbotsford
0.10819084114962854,House,0.4881314409753514,-0.8650304792712472,-0.670612833998558,-0.914505250044237,-0.4671489359674254,-2.100088174103705,Abbotsford
-1.0295194710657851,House,-0.15284840734242508,-0.8650304792712472,-0.670612833998558,-0.8704830126980962,-1.0845549607610998,0.5512585989084502,Abbotsford
1.2459011533650424,House,0.831553453948401,0.8114689990140449,0.7384561115634923,1.4406844479742973,0.11166921227664446,-1.8209990401024256,Abbotsford
-1.0295194710657851,Unit,-1.0253864207592935,-0.8650304792712472,-0.670612833998558,-1.4207609795248566,-1.3353761583335302,0.13262489790653095,Abbotsford
-1.0295194710657851,House,0.3169797537281964,0.8114689990140449,-0.670612833998558,-0.965864526948068,0.11166921227664446,1.3327081741120328,Abbotsford
-1.0295194710657851,House,0.7979942995862137,-0.8650304792712472,-2.0796817795606084,-0.8814885720346314,-0.853027701463472,-1.8209990401024256,Abbotsford
0.10819084114962854,House,1.0944334964522011,2.487968477299337,-0.670612833998558,-0.8117866962365751,0.8641328049939353,1.3047992607119048,Abbotsford
-1.0295194710657851,House,0.3952844472399667,0.8114689990140449,0.7384561115634923,-1.0612460411980398,-0.023388355646971833,-1.2628207720998665,Abbotsford
0.10819084114962854,House,0.7420623756492349,-0.8650304792712472,-0.670612833998558,-0.804449656678885,-0.10056410874618114,-0.42555337009602806,Abbotsford
-2.167229783281199,Unit,-1.092504729483668,-0.8650304792712472,-0.670612833998558,-1.4207609795248566,-1.5283155410815534,1.3327081741120328,Abbotsford
-1.0295194710657851,House,0.4959619103265284,-0.8650304792712472,-2.0796817795606084,-0.8264607753519554,-0.737264071814658,-1.8209990401024256,Abbotsford
0.10819084114962854,House,0.5295210646887157,0.8114689990140449,-0.670612833998558,-0.9805386060634483,-0.023388355646971833,0.9140744731101136,Abbotsford
-1.0295194710657851,House,0.12121801994877081,-0.8650304792712472,-2.0796817795606084,-0.753090379775054,-0.910909516287879,-1.8209990401024256,Abbotsford
-1.0295194710657851,House,0.16037036670465593,-0.8650304792712472,-0.670612833998558,-0.7897755775635047,-0.9302034545626813,-0.9837316380985871,Abbotsford
0.10819084114962854,Townhouse,-0.2647122552163826,0.8114689990140449,-0.670612833998558,-0.30919948653480067,1.848123657008854,1.4164349143124166,Airport West
0.10819084114962854,House,-0.5108127205390891,0.8114689990140449,-0.670612833998558,-1.4207609795248566,0.30460859502466775,-0.006919669094108808,Airport West
0.10819084114962854,House,-0.4213216422399231,0.8114689990140449,-0.670612833998558,-1.4207609795248566,0.30460859502466775,-0.006919669094108808,Airport West
-1.0295194710657851,House,-0.7949468941389412,-0.8650304792712472,-0.670612833998558,-0.4229235996789978,-0.8723216397382743,-0.42555337009602806,Airport West
0.10819084114962854,Townhouse,-0.5779310292634636,0.8114689990140449,0.7384561115634923,-0.5439847523808851,0.09237527400184213,1.221072520511521,Airport West
0.10819084114962854,House,-0.8016587250113786,-0.8650304792712472,-0.670612833998558,-0.35689024365978655,-0.25491561494459974,0.4117140319078104,Airport West
-1.0295194710657851,Unit,-1.0253864207592935,-0.8650304792712472,-0.670612833998558,-0.804449656678885,-0.8337337631886697,1.276890347311777,Airport West
3.52132177779587,House,-0.5219991053264849,2.487968477299337,0.7384561115634923,2.159714324627931,1.0956600642915633,0.4117140319078104,Airport West
-1.0295194710657851,Townhouse,-1.137250268633251,-0.8650304792712472,-0.670612833998558,-1.017223803851899,-0.7565580100894603,1.3885260009122886,Airport West
-1.0295194710657851,Unit,-0.9918272663971063,-0.8650304792712472,-0.670612833998558,-0.9034996907077019,-1.0845549607610998,1.3327081741120328,Airport West
-1.0295194710657851,Unit,-0.958268112034919,-0.8650304792712472,-0.670612833998558,-0.9805386060634483,-0.679382256990251,1.3047992607119048,Airport West
0.10819084114962854,House,-0.3430169487281528,-0.8650304792712472,-0.670612833998558,-1.4207609795248566,-0.4671489359674254,-0.42555337009602806,Airport West
